tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada
Homicidio,2017,Enero,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Enero,Panamá,Femenino,10-14,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Enero,Panamá,Femenino,40-44,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Enero,Panamá Oeste,Femenino,55-59,Arma de Fuego
Homicidio,2017,Enero,Panamá Oeste,Masculino,15-17,Arma de Fuego
Homicidio,2017,Enero,Panamá Oeste,Masculino,0-4,No disponible
Homicidio,2017,Enero,Panamá Oeste,Masculino,50-54,Arma Blanca
Homicidio,2017,Enero,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Enero,Panamá Oeste,Femenino,45-49,Arma de Fuego
Homicidio,2017,Enero,Panamá Oeste,No disponible,No disponible,No disponible
Homicidio,2017,Enero,Panamá Oeste,Masculino,5-9,No disponible
Homicidio,2017,Enero,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Enero,Chiriquí,Masculino,25-29,Arma de Fuego
Homicidio,2017,Enero,Chiriquí,Masculino,55-59,Arma Blanca
Homicidio,2017,Enero,Chiriquí,Femenino,30-34,Arma Blanca
Homicidio,2017,Enero,Chiriquí,Masculino,40-44,No disponible
Homicidio,2017,Enero,Coclé,Masculino,No disponible,Arma Blanca
Homicidio,2017,Enero,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Enero,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Enero,Colón,Masculino,No disponible,No disponible
Homicidio,2017,Enero,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Enero,Colón,Masculino,No disponible,No disponible
Homicidio,2017,Enero,Colón,Femenino,50-54,Arma de Fuego
Homicidio,2017,Enero,Colón,Femenino,30-34,Arma de Fuego
Homicidio,2017,Enero,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Enero,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Enero,Herrera,Masculino,40-44,Arma Blanca
Homicidio,2017,Enero,Herrera,Masculino,35-39,Arma Blanca
Homicidio,2017,Enero,Veraguas,Masculino,80 y más,Arma Blanca
Homicidio,2017,Enero,Panamá,Femenino,30-34,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,30-34,Arma Blanca
Homicidio,2017,Enero,Panamá,Masculino,25-29,Arma Blanca
Homicidio,2017,Enero,Panamá,Femenino,No disponible,Arma de Fuego
Homicidio,2017,Enero,Panamá,Femenino,60-64,Objeto Contundente
Homicidio,2017,Enero,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2017,Enero,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2017,Febrero,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Febrero,Panamá,No disponible,No disponible,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Femenino,18-24,Arma de Fuego
Homicidio,2017,Febrero,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2017,Febrero,Panamá Oeste,Masculino,40-44,No disponible
Homicidio,2017,Febrero,Panamá Oeste,Masculino,60-64,Arma Blanca
Homicidio,2017,Febrero,Panamá Oeste,Masculino,35-39,Arma de Fuego
Homicidio,2017,Febrero,Panamá Oeste,Masculino,30-34,Arma de Fuego
Homicidio,2017,Febrero,Panamá Oeste,Masculino,30-34,Arma de Fuego
Homicidio,2017,Febrero,Bocas Del Toro,Femenino,18-24,No disponible
Homicidio,2017,Febrero,Bocas Del Toro,Masculino,50-54,Objeto Contundente
Homicidio,2017,Febrero,Chiriquí,Masculino,18-24,Arma Blanca
Homicidio,2017,Febrero,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Febrero,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Febrero,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Febrero,Colón,Masculino,35-39,Arma de Fuego
Homicidio,2017,Febrero,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Febrero,Herrera,Masculino,30-34,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,60-64,Arma Blanca
Homicidio,2017,Febrero,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Femenino,60-64,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Femenino,35-39,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Febrero,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Marzo,Panamá Oeste,Masculino,55-59,Arma Blanca
Homicidio,2017,Marzo,Panamá Oeste,Masculino,40-44,No disponible
Homicidio,2017,Marzo,Panamá Oeste,Masculino,35-39,No disponible
Homicidio,2017,Marzo,Chiriquí,Masculino,80 y más,Arma Blanca
Homicidio,2017,Marzo,Chiriquí,Masculino,60-64,Arma Blanca
Homicidio,2017,Marzo,Chiriquí,Masculino,25-29,Arma Blanca
Homicidio,2017,Marzo,Chiriquí,Femenino,25-29,No disponible
Homicidio,2017,Marzo,Chiriquí,Masculino,40-44,Arma Blanca
Homicidio,2017,Marzo,Chiriquí,Femenino,0-4,No disponible
Homicidio,2017,Marzo,Coclé,Masculino,30-34,Arma de Fuego
Homicidio,2017,Marzo,Colón,Masculino,35-39,Arma de Fuego
Homicidio,2017,Marzo,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Marzo,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Marzo,Colón,Masculino,45-49,Arma de Fuego
Homicidio,2017,Marzo,Colón,Masculino,55-59,Arma de Fuego
Homicidio,2017,Marzo,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Marzo,Veraguas,Masculino,No disponible,Arma Blanca
Homicidio,2017,Marzo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,80 y más,Arma Blanca
Homicidio,2017,Marzo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Femenino,30-34,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,30-34,Arma Blanca
Homicidio,2017,Marzo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2017,Marzo,Panamá,Masculino,55-59,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Marzo,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Marzo,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Abril,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,25-29,Arma Blanca
Homicidio,2017,Abril,Panamá Oeste,Masculino,65-69,Arma Blanca
Homicidio,2017,Abril,Panamá Oeste,Masculino,55-59,Arma Blanca
Homicidio,2017,Abril,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Abril,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Abril,Panamá Oeste,Masculino,30-34,Arma Blanca
Homicidio,2017,Abril,Chiriquí,Masculino,30-34,Arma de Fuego
Homicidio,2017,Abril,Chiriquí,Masculino,18-24,Arma de Fuego
Homicidio,2017,Abril,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Abril,Colón,Masculino,40-44,Arma de Fuego
Homicidio,2017,Abril,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Abril,Colón,Masculino,35-39,Arma de Fuego
Homicidio,2017,Abril,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Abril,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,45-49,Objeto Contundente
Homicidio,2017,Abril,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2017,Abril,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Abril,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá Oeste,Masculino,35-39,Arma de Fuego
Homicidio,2017,Mayo,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2017,Mayo,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2017,Mayo,Chiriquí,Masculino,80 y más,No disponible
Homicidio,2017,Mayo,Chiriquí,Masculino,18-24,No disponible
Homicidio,2017,Mayo,Colón,Masculino,40-44,Arma de Fuego
Homicidio,2017,Mayo,Colón,Masculino,15-17,Arma Blanca
Homicidio,2017,Mayo,Colón,Masculino,15-17,Arma Blanca
Homicidio,2017,Mayo,Colón,Masculino,35-39,Arma de Fuego
Homicidio,2017,Mayo,Colón,Masculino,40-44,Arma de Fuego
Homicidio,2017,Mayo,Colón,Masculino,0-4,Arma de Fuego
Homicidio,2017,Mayo,Colón,Masculino,18-24,Arma Blanca
Homicidio,2017,Mayo,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Mayo,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Colón,Masculino,25-29,Arma Blanca
Homicidio,2017,Mayo,Colón,Femenino,50-54,No disponible
Homicidio,2017,Mayo,Herrera,Femenino,75-79,Arma Blanca
Homicidio,2017,Mayo,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2017,Mayo,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,10-14,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Femenino,45-49,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,60-64,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,65-69,Arma de Fuego
Homicidio,2017,Mayo,Panamá,Masculino,65-69,Arma Blanca
Homicidio,2017,Mayo,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Mayo,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Mayo,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Mayo,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Junio,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Junio,Panamá,Femenino,30-34,Asfixia Mecánica
Homicidio,2017,Junio,Panamá,Masculino,18-24,No disponible
Homicidio,2017,Junio,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2017,Junio,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Junio,Chiriquí,Masculino,25-29,Arma Blanca
Homicidio,2017,Junio,Chiriquí,Masculino,70-74,No disponible
Homicidio,2017,Junio,Chiriquí,Masculino,15-17,Arma de Fuego
Homicidio,2017,Junio,Coclé,Masculino,15-17,Arma Blanca
Homicidio,2017,Junio,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Junio,Colón,Masculino,50-54,Arma Blanca
Homicidio,2017,Junio,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Junio,Coclé,Femenino,25-29,Arma Blanca
Homicidio,2017,Junio,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Junio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Junio,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Junio,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Junio,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2017,Junio,Panamá,Masculino,45-49,Arma Blanca
Homicidio,2017,Junio,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2017,Junio,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2017,Junio,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,30-34,No disponible
Homicidio,2017,Julio,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá Oeste,Masculino,25-29,Arma de Fuego
Homicidio,2017,Julio,Panamá Oeste,No disponible,No disponible,No disponible
Homicidio,2017,Julio,Panamá Oeste,Masculino,15-17,Arma de Fuego
Homicidio,2017,Julio,Bocas Del Toro,Masculino,65-69,Objeto Contundente
Homicidio,2017,Julio,Chiriquí,Masculino,75-79,No disponible
Homicidio,2017,Julio,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Julio,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Julio,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Colón,Masculino,45-49,Arma de Fuego
Homicidio,2017,Julio,Colón,Masculino,18-24,Arma Blanca
Homicidio,2017,Julio,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Julio,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Julio,Los Santos,Masculino,30-34,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,35-39,Arma Blanca
Homicidio,2017,Julio,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2017,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Julio,Panamá,Masculino,10-14,Arma de Fuego
Homicidio,2017,Julio,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Julio,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Julio,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Julio,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Agosto,Panamá,Masculino,18-24,No disponible
Homicidio,2017,Agosto,Panamá,Masculino,50-54,No disponible
Homicidio,2017,Agosto,Panamá,Femenino,5-9,Arma Blanca
Homicidio,2017,Agosto,Panamá Oeste,Masculino,60-64,No disponible
Homicidio,2017,Agosto,Chiriquí,Masculino,40-44,Arma de Fuego
Homicidio,2017,Agosto,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Agosto,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Agosto,Colón,Masculino,30-34,Arma de Fuego
Homicidio,2017,Agosto,Colón,Masculino,No disponible,No disponible
Homicidio,2017,Agosto,Los Santos,Masculino,45-49,Arma Blanca
Homicidio,2017,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,35-39,Arma Blanca
Homicidio,2017,Agosto,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2017,Agosto,Panamá,Masculino,30-34,Arma Blanca
Homicidio,2017,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Femenino,18-24,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2017,Agosto,Panamá,Masculino,50-54,Arma Blanca
Homicidio,2017,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,25-29,Objeto Contundente
Homicidio,2017,Agosto,Panamá,Masculino,10-14,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Agosto,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Agosto,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Septiembre,Panamá Oeste,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Septiembre,Panamá Oeste,Femenino,30-34,Asfixia Mecánica
Homicidio,2017,Septiembre,Panamá Oeste,Masculino,45-49,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2017,Septiembre,Panamá,Masculino,40-44,Arma Blanca
Homicidio,2017,Septiembre,Chiriquí,Femenino,35-39,Arma de Fuego
Homicidio,2017,Septiembre,Chiriquí,Masculino,35-39,No disponible
Homicidio,2017,Septiembre,Chiriquí,Masculino,18-24,Arma de Fuego
Homicidio,2017,Septiembre,Colón,Masculino,25-29,Arma Blanca
Homicidio,2017,Septiembre,Colón,Masculino,18-24,Arma de Fuego
Homicidio,2017,Septiembre,Colón,Masculino,30-34,Arma Blanca
Homicidio,2017,Septiembre,Colón,Masculino,40-44,Arma de Fuego
Homicidio,2017,Septiembre,Colón,Masculino,40-44,Arma de Fuego
Homicidio,2017,Septiembre,Herrera,Masculino,40-44,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,45-49,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Femenino,25-29,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Femenino,40-44,Arma de Fuego
Homicidio,2017,Septiembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Septiembre,Veraguas,Femenino,45-49,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Femenino,40-44,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Femenino,25-29,Arma Blanca
Homicidio,2017,Octubre,Panamá Oeste,Masculino,30-34,Arma Blanca
Homicidio,2017,Octubre,Panamá Oeste,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,50-54,No disponible
Homicidio,2017,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,40-44,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,50-54,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,55-59,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Femenino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,60-64,Arma de Fuego
Homicidio,2017,Octubre,Panamá,Masculino,30-34,Arma de Fuego
Homicidio,2017,Octubre,Chiriquí,Masculino,18-24,Arma de Fuego
Homicidio,2017,Octubre,Chiriquí,Masculino,45-49,Arma de Fuego
Homicidio,2017,Octubre,Chiriquí,Masculino,45-49,Arma de Fuego
Homicidio,2017,Octubre,Chiriquí,Masculino,50-54,No disponible
Homicidio,2017,Octubre,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Octubre,Colón,Masculino,25-29,Arma de Fuego
Homicidio,2017,Octubre,Colón,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Octubre,Herrera,Masculino,40-44,Arma Blanca
Homicidio,2017,Octubre,Veraguas,No disponible,30-34,No disponible
Homicidio,2017,Octubre,Darién,Masculino,No disponible,No disponible
Homicidio,2017,Noviembre,Panamá,Masculino,60-64,Arma de Fuego
Homicidio,2017,Noviembre,Panamá Oeste,Femenino,30-34,Arma Blanca
Homicidio,2017,Noviembre,Panamá Oeste,Masculino,40-44,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Femenino,0-4,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,15-17,Arma de Fuego
Homicidio,2017,Noviembre,Chiriquí,Masculino,18-24,Arma de Fuego
Homicidio,2017,Noviembre,Chiriquí,Femenino,50-54,Arma de Fuego
Homicidio,2017,Noviembre,Chiriquí,Masculino,18-24,Arma Blanca
Homicidio,2017,Noviembre,Colón,Masculino,No disponible,Arma Blanca
Homicidio,2017,Noviembre,Colón,Femenino,40-44,Arma Blanca
Homicidio,2017,Noviembre,Colón,Masculino,60-64,Arma de Fuego
Homicidio,2017,Noviembre,Colón,Masculino,25-29,No disponible
Homicidio,2017,Noviembre,Colón,Femenino,35-39,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma Blanca
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma Blanca
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma Blanca
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,25-29,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,18-24,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Masculino,No disponible,No disponible
Homicidio,2017,Noviembre,Panamá,Femenino,No disponible,No disponible
Homicidio,2017,Noviembre,Panamá,Masculino,35-39,Arma de Fuego
Homicidio,2017,Noviembre,Panamá,Femenino,18-24,Arma de Fuego
Homicidio,2017,Noviembre,Bocas Del Toro,Masculino,25-29,Arma de Fuego
